region,province,deo,cong_district,road_class,road_name,road_length
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Basilan Circumferential Rd,38016.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Basilan Circumferential Rd,34987.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Basilan Circumferential Rd,21.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Basilan Circumferential Rd (Isabela-Lamitan Rd),17470.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Basilan Circumferential Rd (Maluso-Isabela Rd),14621.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Lamitan Wharf Rd,3523.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Secondary,Maluso-Wharf Rd,1666.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Tertiary,Lamitan-Tuburan Rd via Campo Uno,18100.0
Bangsamoro Autonomous Region in Muslim Mindanao,Basilan,Basilan District Engineering Office,BASILAN (LONE DISTRICT),Tertiary,Lamitan-Tuburan Rd via Campo Uno,1014.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Primary,Bito-Marawi Rd,4068.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Primary,Iligan City-Marawi City Rd,4200.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Primary,Marawi-Bacung  Nat'l Rd,3340.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Primary,Marawi-Malabang Rd,9512.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Bumbaran-Talakag Rd,6165.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Gov. Mamintal M. Adiong Sr. National Rd,7487.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Gov. Mamintal M. Adiong Sr. National Rd,20448.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Gov. Mamintal M. Adiong Sr. National Rd,30305.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Gov. Mamintal M. Adiong Sr. National Rd,13100.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Secondary,Marawi-Masiu Rd,18202.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Gov. Mamintal M. Adiong Sr. National Rd,25044.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Marawi Cadre Rd,632.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Marawi-Kapa-i Natl Rd,6614.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Marawi-Landing Natl Rd,800.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Marawi-MSU Natl Rd,2040.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 1st District Engineering Office,LANAO DEL SUR (FIRST DISTRICT),Tertiary,Marawi-Marcos Blvd,1818.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 2nd District Engineering Office,LANAO DEL SUR (SECOND DISTRICT),Primary,Maharlika Highway (Cotabato-Malabang-Lanao del Norte Rd),62876.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 2nd District Engineering Office,LANAO DEL SUR (SECOND DISTRICT),Primary,Marawi-Malabang Rd,54723.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 2nd District Engineering Office,LANAO DEL SUR (SECOND DISTRICT),Secondary,Masiu-Ganassi Rd,33271.0
Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Lanao del Sur 2nd District Engineering Office,LANAO DEL SUR (SECOND DISTRICT),Tertiary,Ganassi-Tubod Rd,15866.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Maharlika Highway (Cotabato-Allah Valley-Marbel Rd),5703.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Maharlika Highway(Cotabato-Lanao/Davao Rd),1306.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Cotabato City Circumferential Rd (Western Sect),7437.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Cotabato City Circumferential Rd (Western Sect),8133.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Cotabato-Lanao/Davao Rd,575.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,R Rabago St-De Mazenod Ave-ND Ave-Quezon Ave,2065.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Cotabato City District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Sinsuat Avenue & Villaeron Sect,733.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),310.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),8825.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Maharlika Highway (Cotabato-Lanao Rd),51486.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Primary,Maharlika Highway (Marbel-Allah Valley-Cotabato Rd),27353.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Secondary,Awang Airport Access Rd,826.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Secondary,Awang-Upi-Lebak Rd,37283.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Secondary,Lansan-Polloc Rd,4554.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Secondary,Parang Wharf Rd,1480.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Secondary,Simuay-Landasan-Parang Rd,13131.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Hi-Way Tamontaka Jct. Tapian Wharf Rd,21075.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Hi-Way Taviran Jct. Tuka Wharf Rd,10600.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Lamsan-Semuay Jct. Rd,1016.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 1st District Engineering Office,MAGUINDANAO (FIRST DISTRICT),Tertiary,Salimbao-Delta Bridge Rd,740.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),11968.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1019.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1946.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),2193.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Kidapawan-Allah Jct Rd,14187.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Primary,Maharlika Highway (Marbel-Allah Valley-Cotabato Rd),40854.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Secondary,Awang-Upi-Lebak Rd,30620.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Secondary,Bukidnon-Cotabato Rd,4822.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Secondary,Midsayap-Dulawan-Makar Rd,26100.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Secondary,Midsayap-Makar Rd,14185.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Secondary,Salbu-Pagatin Rd,9385.0
Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Maguindanao 2nd District Engineering Office,MAGUINDANAO (SECOND DISTRICT),Tertiary,Kapinpilan-Lumupog Rd,4000.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Banaran-Lookan Rd,3978.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Bato-Bato-Tarawakan Rd,10263.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Bato-Bato-Tarawakan Rd,774.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Bongao-Nalil Rd,4013.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Bongao-Pahut-Sanga-Sanga Rd,10198.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Laum Sicubong-Licud Sicubong Rd,4496.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Sanga-Sanga-Bato-Bato Rd,21620.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Sibutu-Ligayan Road,26876.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Tungusong-Tubig Indangan Rd,17873.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Umus Mataha-Lupa-Pula Rd,12000.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi District Engineering Office,TAWI-TAWI (LONE DISTRICT),Tertiary,Ungus Matata-Tandubas Rd,2665.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Secondary,Abra-Ilocos Sur Rd,22296.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Secondary,Abra-Kalinga Rd,79294.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Cervantes Rd,48228.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Cervantes Rd,1665.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Cervantes Rd,18320.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Ilocos Norte Rd,8192.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Ilocos Norte Rd,7512.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Abra-Ilocos Norte Rd,27174.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Bangued Cadre Rd,765.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Lagangilang Access Rd,865.0
Cordillera Administrative Region,Abra,Abra District Engineering Office,ABRA (LONE DISTRICT),Tertiary,Lagangilang Access Rd,489.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Abbut-Conner Rd,25808.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Conner-Kabugao Rd,23884.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Conner-Kabugao Rd,15585.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,11750.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,13675.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,29807.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Kalinga-Abra Rd (Buluan-Sacpil-Wagud-Tawang-Salegseg Sect.),16094.0
Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Cagayan-Apayao Rd (Ili-Guinamgamman-Rizal Sect),9572.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,13683.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Secondary,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,38931.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao (Calanasan)-Ilocos Norte Rd,21213.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao (Calanasan)-Ilocos Norte Rd,14824.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao (Calanasan)-Ilocos Norte Rd,2570.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,16281.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,9643.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,7440.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,759.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,176.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Apayao-Ilocos Norte Rd,1320.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Ayaga-Sta. Marcela-Flora-Lasam Rd,28470.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Ayaga-Sta. Marcela-Flora-Lasam Rd,1621.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Claveria-Calanasan-Kabugao Rd,87460.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Claveria-Calanasan-Kabugao Rd,6322.0
Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,APAYAO (LONE DISTRICT),Tertiary,Pagudpod-Adams-Calanasan Road,5080.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Abanao Rd,263.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Abanao Rd,394.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Gov Pack Rd,158.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Gov Pack Rd,200.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Gov Pack Rd,126.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Gov Pack Rd,637.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Harrison Rd No 1,807.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Kennon Rd,7278.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Primary,Quirino H-Way (Baguio-Bauang),7392.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,A Bonifacio Rd,1260.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Abanao Ext,232.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Abanao Ext,275.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Asin Rd,2071.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Asin Rd,3829.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Baguio Gen. Hospital Flyover,301.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Bokawkan Rd,1157.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Chanum St,80.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Chuntug #1,218.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Engineers Hill Rd,534.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Ferguson Rd,1944.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Gen Luna Rd,1173.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Gibraltar Rd,1460.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Gov Pack Rd,448.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Govt Ctr Cut-Off Rd,575.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Harrison Rd No 2,235.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Kayang Ext,210.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Kisad Rd,1075.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Legarda Rd,1358.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Leonard Wood Rd,1836.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Leonard Wood Rd,2177.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Leonard Wood Rd,169.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Loakan Rd,6199.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave (Trinidad Rd) East Service Rd,92.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave (Trinidad Rd) East Service Rd,120.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave. (Trinidad Rd),419.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave. (Trinidad Rd),480.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave. (Trinidad Rd),493.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Magsaysay Ave. (Trinidad Rd),1959.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Major Mane Rd,1785.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Major Mane Rd,160.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Marcos Hi-way,140.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Marcos Hi-way,4294.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Military Cut-off Rd,1012.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,North Drive,285.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Outlook Drive,2656.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,P Burgos Rd,980.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,PMA Rd,2854.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,PMA Rd,96.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,PMA Rd,281.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Pacdal Rd,2105.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Session Rd #1,590.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Session Rd #1,569.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Session Rd #2,74.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Session Rd #2,1092.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,South Drive,2057.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Western Link Circumferential Rd,5060.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Western Link Circumferential Rd,2763.0
Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,BAGUIO CITY (LONE DISTRICT),Secondary,Western Link Circumferential Rd,1003.0
