region,province,deo,cong_district,road_class,road_name,road_length
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,Tomas Morato,1684.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V Luna Rd,1698.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,140.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,150.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,148.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,220.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,100.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,210.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,330.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,894.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,153.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (FOURTH DISTRICT),Tertiary,V. Luna Rd Network,154.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,Aurora Blvd,3170.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,Aurora Blvd,3150.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 (Boni Serrano Flyover),515.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 (Boni Serrano Flyover),534.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 (Katipunan/Boni Serrano Tunnel),574.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 (Katipunan/Boni Serrano Tunnel),548.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 Road,504.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 Road,3819.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,C-5 Road,3807.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,Cubao Underpass,573.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,E Rodriguez Jr  Ave,2850.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,EDSA/Kamuning Flyover,720.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,EDSA/P. Tuazon Underpass,278.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,EDSA/Santolan Flyover,394.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),5505.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,Bonny Serrano Ave,1753.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,C-5 Road,1776.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,C-5 Road,1803.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,Commonwealth Ave,1091.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,Commonwealth Ave,2499.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Secondary,Tandang Sora Ave,707.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,15th Ave,1918.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,20th Ave,1562.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,C-5 (Katipunan/Aurora Flyover),643.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,C-5 (Katipunan/Aurora Flyover),633.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,410.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,2700.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,206.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,86.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,80.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,808.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,120.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,568.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,297.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,194.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,272.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,265.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,640.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,90.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,242.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,273.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,158.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,1020.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,1283.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,354.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,453.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,446.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,643.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Camp Aguinaldo Rd Network,804.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Ermin Garcia,1917.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,JP Rizal St,724.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Kamias Rd,1705.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Liberty Ave,837.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Luzon Avenue,77.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Luzon Avenue,162.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Luzon Avenue,137.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,Main Ave,855.0
National Capital Region,Metro Manila,Quezon City 2nd District Engineering Office,QUEZON CITY (THIRD DISTRICT),Tertiary,P Tuazon Blvd,1647.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH & SIXTH DISTRICT),Secondary,Pres Quirino Ave,3868.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH & SIXTH DISTRICT),Secondary,Pres Quirino Ave,3927.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH & SIXTH DISTRICT),Tertiary,Paz Mendoza Guazon (Otis St),1190.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Ayala Blvd,301.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Ayala Blvd,865.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Bonifacio Drive,1460.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Bonifacio Drive,1010.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Bonifacio Drive,488.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Finance Rd,260.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Finance Rd,269.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Liwasan Bonifacio East Over Pass,316.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,P Burgos Street,130.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,P Burgos Street,202.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,P Burgos Street,134.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,P Burgos Street,1415.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,P Burgos Street,1670.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Plaza Dilao,200.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Pres Quirino Avenue (Canonigo),763.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Pres Quirino Avenue (Canonigo),748.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Quezon Blvd Extn,464.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Quezon Blvd Extn,503.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Romualdez St,974.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Roxas Blvd,2847.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Roxas Blvd,193.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Roxas Blvd,210.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Roxas Blvd,2852.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Sn Marcelino St,933.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Sn Marcelino St,1093.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,South Super H-way,1466.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,South Super H-way,1469.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,TM Kalaw St,826.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,TM Kalaw St,857.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Taft Ave,3222.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Taft Ave,207.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,Taft Ave,3521.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Secondary,United Nations Ave,1842.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,11th St,351.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,12th St,253.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,13th St,480.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,13th St,90.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,16th St,280.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,19th St,145.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,20th St,222.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,25th St,414.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,2nd Street,553.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,8th Street,78.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,A Francisco St,1025.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,A Francisco St,11.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,A Linao St,748.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,A Mabini St,2548.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,A Soriano (Aduana),528.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Agrifina Circle Parking Lot,108.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Agrifina Circle Parking Lot,127.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Agrifina Circle Parking Lot,130.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Agrifina Circle Parking Lot,455.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Anda St,750.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Arellano Ave,1209.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Arroceros St,850.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Atlanta St,435.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Bonifacio Drive Interchange,407.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Bonifacio Drive Interchange,463.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Bureau of Plant Industry,636.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Bureau of Post Rd,159.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Cabildo St,100.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Cabildo St,1039.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Chicago St,180.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Chicago St,856.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Concepcion St,540.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Cortabitarte St,166.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Dr J Quintos St,230.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Estrada St,890.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,FB Harrison,103.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,G Del Pilar,869.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Gen Luna St (Manila),1369.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Gen Luna St (Manila),1072.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Government Center Rd,115.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Josefa Llanes Escoda,600.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Katigbak Drive,245.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Legislative Parking Lot,242.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Leon Guinto St,2131.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Liwasan Bonifacio West Over Pass,499.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,M Adriatico,2174.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,MH Del Pilar,1895.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,MWSS Rd,73.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Magallanes Drive,39.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Magallanes Drive,313.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Maria Orosa St,415.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Maria Orosa St,389.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Maria Orosa St,130.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Muelle Sn Francisco,988.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Muelle de Magallanes,940.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Muelle de Tacoma,230.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Muelle del Rio St,235.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Muralla St,1355.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,New Luneta,381.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Onyx St,1020.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Onyx St,1010.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,P Burgos Street,286.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,P Ocampo Sr,2073.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,PGH Road,275.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,PGH Road,253.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,PGH Road,220.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Paco Park Rd,466.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Padre Faura,1074.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Palacio St,139.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Pasig Line,914.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Pedro Gil (Herran),3649.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Perez St,568.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Plaza Espana,194.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Plaza Lawton Rd,223.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Railroad St,885.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Remedios St,850.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Remedios St,361.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Remedios St,221.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,398.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,349.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,108.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,110.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,94.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Rizal Parking Lot,80.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Romualdez St,165.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Roxas Blvd East Service Rd,2453.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Singalong St,1645.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Sn Andres St,2122.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Sn Gregorio St,453.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Sn Marcelino St,199.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Sn Marcelino St,160.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,South Blvd,248.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Sta Lucia,698.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Victoria St,690.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Zamora St,635.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Zobel Roxas St,908.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Zobel Roxas St,1108.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (FIFTH DISTRICT),Tertiary,Zobel Roxas St,906.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Secondary,Nagtahan Link Rd 1,2160.0
