region,province,deo,cong_district,road_class,road_name,road_length
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Primary,Quirino Avenue,3298.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Secondary,Zapote-Alabang Flyover,451.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Secondary,Zapote-Alabang Rd,7580.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Tertiary,International Receiver Rd,2114.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Tertiary,Marcos Alvarez  Rd,3378.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Tertiary,Zapote-Alabang Rd,251.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF LAS PIÑAS (LONE DISTRICT),Tertiary,Zapote-Alabang Rd,467.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Primary,Maharlika Highway (LZ),5810.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Primary,Paranaque-Sucat Rd,198.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Secondary,PPTA Rd,5880.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Secondary,PPTA Rd,500.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Secondary,Paranaque-Sucat Rd,880.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Secondary,Zapote-Alabang Rd,2691.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Secondary,Zapote-Alabang Y-Length,258.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Alabang-Muntinlupa Rd,3169.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Daang Maharlika (LZ),233.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Daang Maharlika (LZ),245.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Daang Maharlika (LZ),142.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Muntinlupa-Insular Prison Rd,85.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Muntinlupa-Insular Prison Rd,204.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Muntinlupa-Insular Prison Rd,3486.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Muntinlupa-Railroad Station Rd,1457.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,Paranaque-Sucat Rd,152.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,South Super H-way East Service Rd,4604.0
National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,CITY OF MUNTINLUPA (LONE DISTRICT),Tertiary,South Super H-way West Service Rd,3665.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Primary,MacArthur H-way,1041.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Primary,MacArthur H-way,1179.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Secondary,C-4 Road,2118.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Secondary,C-4 Road,1016.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Adante Rd,558.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Bonifacio St,260.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Bonifacio-Sisa Rd,84.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Bonifacio-Sisa Rd,830.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,C Arellano St,1765.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Don Basilio Bautista St,213.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Don Basilio Bautista St,627.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Don Basilio Bautista St,693.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,E Rodriguez St,344.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Estrella St,482.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Flores St,325.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Gen Luna St  (Malabon),2521.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Gov W Pascual Ave,155.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Gov W Pascual Ave,4400.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Jct Womens Club St,240.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Leoño St,570.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,MH Del Pilar St (Malabon),4279.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Naval St,346.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,P Aquino Rd (Letre),106.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,P Aquino Rd (Letre),1536.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,P Aquino Rd (Letre),113.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Prelaya St,363.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Prosperidad St,381.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Road to Tanza,269.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Sacristia St (Malabon Div Rd),192.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Sanciangco St,1701.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,MALABON CITY (LONE DISTRICT),Tertiary,Sevilla Blvd,320.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,C-3 Road,719.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,C-3 Road,710.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,R-10,2270.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,R-10,1230.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,R-10,495.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Secondary,R-10,415.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,Cadorniga St,457.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,Gov A Pascual St,2335.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,Gov A Pascual St,143.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,M Naval St,2985.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,North Bay Blvd,2340.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,Tanza-Gasak Rd,524.0
National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,NAVOTAS CITY (LONE DISTRICT),Tertiary,Tanza-Gasak Rd,261.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (FIRST & SECOND DISTRICT),Tertiary,JP Rizal St,918.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,C-5 Road,3515.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,C-5 Road,3494.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,1957.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,1948.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,C-5/Kalayaan Interchange 1 (West to East),364.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,C-5/Kalayaan Interchange 2 (East to West),359.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,McKinley Rd,372.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,McKinley-Pateros Rd,3011.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Primary,EDSA/Ortigas Flyover,501.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Primary,EDSA/Ortigas Interchange,627.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Primary,EDSA/Shaw Underpass,755.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),3911.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Secondary,EDSA-Shaw Flyover,657.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Secondary,EDSA/Ortigas Interchange,643.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,A Bonifacio-A Luna Rd,1258.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Boni Ave,3046.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Boni Ave,3036.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Correctional Institute Rd,668.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Gen Kalentong-Blumentritt-Jolo Rd,4080.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Makati-Mandaluyong Approach Rd,170.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Makati-Mandaluyong Approach Rd,103.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,National Mental Hospital Rd,952.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,New Panaderos Ext,787.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,New Psychopathic Hospital,882.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Pioneer - Boni Tunnel,441.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Psychopathic Hospital Rd,2416.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MANDALUYONG (LONE DISTRICT),Tertiary,Welfare Ville Rd,743.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Primary,A Bonifacio Ave,344.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Primary,Marcos Highway,3775.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Primary,Marcos Highway,3612.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,A Bonifacio Ave,301.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,A Bonifacio Ave,1698.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,A Bonifacio Ave,151.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,E. Dela Paz St,1787.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Gil Fernando Ave.,2648.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,JP Rizal St,2009.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Katipunan St,1871.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Marikina-Sn Mateo Rd,4888.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,N Roxas St,458.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Road Around Marikina Public Market,159.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Shoe Ave,6120.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (FIRST DISTRICT),Tertiary,Sumulong H-way,1313.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (SECOND DISTRICT),Tertiary,Bayanbayan Ave,1198.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,CITY OF MARIKINA (SECOND DISTRICT),Tertiary,Gen Ordoñez St,4320.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,MAKATI CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,188.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,MAKATI CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,191.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,MAKATI CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,796.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,MAKATI CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,202.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,MAKATI CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,178.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG & MANDALUYONG CITY (LONE DISTRICT),Tertiary,Pioneer St,1536.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY & CITY OF MANDALUYONG (LONE DISTRICTS),Secondary,Shaw Blvd,5265.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C-5 Ortigas Interchange,320.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C-5 Road,4025.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C-5 Road,193.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C-5 Road,4043.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C-5 Road,252.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,C5- Ortigas Flyover,883.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,Manila East Rd (Rosario-Cainta Rd),2588.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,Manila East Rd (Rosario-Cainta Rd),1155.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,Ortigas Ave,3039.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,Ortigas Ave,3033.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Primary,Ortigas-C5 Flyover,602.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,C-5 Road,420.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,C-5 Road,361.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Pasig Blvd,650.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Pasig Blvd,320.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Pasig Blvd,1547.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Pasig Blvd,623.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Pasig-Pateros Rd,1728.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Shaw Blvd,2022.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Secondary,Sn Joaquin-Buting Rd,1100.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Amang Rodriguez Rd,3598.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Blumentritt Market Rd,126.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Blumentritt St (Pasig Market),125.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Dr Garcia St,350.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Dr Sixto Antonio,2946.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Imelda Ave,2643.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Lopez-Jaena,1228.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Old Capitol Building Rd,471.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Pasig Diversion Rd 1,177.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Pasig Diversion Rd 2,286.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Pasig-Santolan Rd,2516.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Road Around Pasig Market Rd (Alcalde Jose St),262.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Road Around Pasig Market Road (Concepcion St.),280.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Rotonda-Pariancillo Rd,440.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,PASIG CITY (LONE DISTRICT),Tertiary,Sn Nicolas-Sagad Rd,1209.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY & CITY OF MANDALUYONG (LONE DISTRICTS),Secondary,Ortigas Ave,2612.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY & CITY OF MANDALUYONG (LONE DISTRICTS),Tertiary,P Guevarra-J Vargas St,2167.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),4548.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Secondary,Ortigas Ave,2618.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,Blumentritt,1571.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,F Manalo,1187.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,Luna-Mencias Rd,563.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,M Paterno St,924.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,N Domingo,1715.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,Pinaglabanan,872.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,SAN JUAN CITY (LONE DISTRICT),Tertiary,San Juan-Santolan Rd,2161.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST & SECOND DISTRICT),Secondary,Gen Santos Ave,1526.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST & SECOND DISTRICT),Secondary,Gen Santos Ave,1531.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Secondary,PPTA Rd,10442.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Pateros-McKinley Rd,375.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Taguig Diversion Rd,1594.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Taguig Public Market Road,176.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Taguig-Sta. Ana Road,734.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Tipas-Napindan Rd,3733.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (FIRST DISTRICT),Tertiary,Ususan Diversion Rd,1351.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Primary,C-5 Road,4086.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Primary,C-5 Road,4102.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,415.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,209.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,351.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5 Service Rd,2221.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita East & West Interchange,486.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita Fly-Over (East & West Ramps Connector),90.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita West Ramp off Rd,404.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita West Ramp on Rd,149.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita West Service Rd,1200.0
