region,road_class,xpres_way,xpres_name,road_length
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),482.4138543147469
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),476.1645585034561
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),486.93550520071517
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),354.3717316506193
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),341.14196560691937
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),720.5928264655241
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),255.82259081037148
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),579.9489700946227
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),242.5116064228705
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),230.7264700899525
Region IV-A,Expressway,SLEX,South Luzon Expressway (SB),269.9537606445057
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),511.92862691364826
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),499.2895231541684
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),7821.67682633169
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),251.50225742862273
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (NB),68.30438355136718
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),60.84318432041886
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),248.84497002815576
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),275.043253401474
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),249.81354003655036
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),7857.437244164204
Region IV-A,Expressway,SLEX Extension,SLEX Extension-Calamba (SB),587.8042963544289
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),775.0333207680746
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),742.4865614188739
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),458.6988589017952
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (NB),41691.238583268016
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),767.842663315069
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),773.8770508902664
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),530.3522725642318
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),538.0380191662408
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),485.267403018217
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),442.8553223076927
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),730.5066277916711
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),480.1264576530985
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),41620.9240374495
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),434.38131648436183
Region IV-A,Expressway,STAR,STAR-Sto. Tomas (SB),506.2700299123507
